Term,bond_page_url,tkData,chart_json_url,ISIN,Name,Country,Issuer,Issue Volume,Currency,Issue Price,Issue Date,Coupon,Denomination,Quotation Type,Payment Type,Special Coupon Type,Maturity Date,Coupon Payment Date,Payment Frequency,No. of Payments per Year,Coupon Start Date,Final Coupon Date,Floater?,date,Close Price (% of par)
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-05,100.325
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-06,100.323
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-07,100.36
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-08,100.35
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-09,100.368
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-12,100.36
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-13,100.35
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-14,100.38
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-15,100.38
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087s885?miRedirects=1,"1,142700048,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,142700048,1330,184&from=20260105&to=20260119",CA135087S885,CANADA 25/27,Canada,"Canada, Government of...","28,500,000,000",CAD,99.86,2/20/2025,2.750%,1000,,regular interest,,5/1/2027,5/1/2026,,2.0,5/1/2025,4/30/2027,No,2026-01-16,100.39
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-05,98.0
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-06,98.0
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-07,98.0
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-08,97.96
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-09,97.96
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-12,97.98
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-13,97.97
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-14,97.99
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-15,98.02
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_201627-bond-2027-ca135087f825?miRedirects=1,"1,33461441,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,33461441,1330,184&from=20260105&to=20260119",CA135087F825,CDA 2027,Canada,"Canada, Government of...","15,490,000,000",CAD,97.99,8/3/2016,1.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,12/1/2016,5/31/2027,No,2026-01-16,98.03
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-05,107.3
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-06,107.35
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-07,107.32
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-08,107.35
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-09,107.32
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-12,107.3
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-13,107.27
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-14,107.26
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-15,107.27
Short-term,https://markets.businessinsider.com/bonds/8_000-canada-government-of-bond-2027-ca135087vw17?miRedirects=1,"1,490501,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,490501,1330,184&from=20260105&to=20260119",CA135087VW17,CDA 2027            01.06,Canada,"Canada, Government of...","3,620,841,000",CAD,97.88,5/1/1996,8.000%,1000,,regular interest,,6/1/2027,6/1/2026,,2.0,6/1/1996,5/31/2027,No,2026-01-16,107.26
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-05,99.94
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-06,99.92
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-07,99.97
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-08,99.96
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-09,99.97
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-12,99.97
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-13,99.95
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-14,100.0
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-15,100.0
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202527-bond-2027-ca135087t461?miRedirects=1,"1,145462038,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,145462038,1330,184&from=20260105&to=20260119",CA135087T461,CANADA 25/27,Canada,"Canada, Government of...","30,000,000,000",CAD,99.78,5/15/2025,2.500%,1000,,regular interest,,8/1/2027,2/1/2026,,2.0,8/1/2025,7/31/2027,No,2026-01-16,100.01
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-05,101.17
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-06,101.2
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-07,101.21
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-08,101.21
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-09,101.2
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-12,101.21
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-13,101.19
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-14,101.21
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-15,101.24
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087p733?miRedirects=1,"1,123653782,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,123653782,1330,184&from=20260105&to=20260119",CA135087P733,CANADA 22/27,Canada,"Canada, Government of...","500,000,000",CAD,100.00,12/2/2022,3.245%,1000,,regular interest,,8/24/2027,2/24/2026,,2.0,2/24/2023,8/23/2027,No,2026-01-16,101.23
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087n837?miRedirects=1,"1,119036843,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,119036843,1330,184&from=20260105&to=20260119",CA135087N837,CANADA 22/27,Canada,"Canada, Government of...","16,000,000,000",CAD,99.30,5/13/2022,2.750%,1000,,regular interest,,9/1/2027,3/1/2026,,2.0,9/1/2022,8/31/2027,No,2026-01-05,100.22
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087n837?miRedirects=1,"1,119036843,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,119036843,1330,184&from=20260105&to=20260119",CA135087N837,CANADA 22/27,Canada,"Canada, Government of...","16,000,000,000",CAD,99.30,5/13/2022,2.750%,1000,,regular interest,,9/1/2027,3/1/2026,,2.0,9/1/2022,8/31/2027,No,2026-01-06,100.3
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087n837?miRedirects=1,"1,119036843,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,119036843,1330,184&from=20260105&to=20260119",CA135087N837,CANADA 22/27,Canada,"Canada, Government of...","16,000,000,000",CAD,99.30,5/13/2022,2.750%,1000,,regular interest,,9/1/2027,3/1/2026,,2.0,9/1/2022,8/31/2027,No,2026-01-07,100.28
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087n837?miRedirects=1,"1,119036843,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,119036843,1330,184&from=20260105&to=20260119",CA135087N837,CANADA 22/27,Canada,"Canada, Government of...","16,000,000,000",CAD,99.30,5/13/2022,2.750%,1000,,regular interest,,9/1/2027,3/1/2026,,2.0,9/1/2022,8/31/2027,No,2026-01-08,100.31
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087n837?miRedirects=1,"1,119036843,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,119036843,1330,184&from=20260105&to=20260119",CA135087N837,CANADA 22/27,Canada,"Canada, Government of...","16,000,000,000",CAD,99.30,5/13/2022,2.750%,1000,,regular interest,,9/1/2027,3/1/2026,,2.0,9/1/2022,8/31/2027,No,2026-01-09,100.3
Short-term,https://markets.businessinsider.com/bonds/canadacd-bonds_202227-bond-2027-ca135087n837?miRedirects=1,"1,119036843,1330,184","https://markets.businessinsider.com/Ajax/Chart_GetChartData?instrumentType=Bond&tkData=1,119036843,1330,184&from=20260105&to=20260119",CA135087N837,CANADA 22/27,Canada,"Canada, Government of...","16,000,000,000",CAD,99.30,5/13/2022,2.750%,1000,,regular interest,,9/1/2027,3/1/2026,,2.0,9/1/2022,8/31/2027,No,2026-01-12,100.32
